x y
11320.000000 -13251.000000
11320.000000 -13251.000000
11369.000000 -13251.000000
11419.000000 -13251.000000
11468.000000 -13131.000000
11468.000000 -13131.000000
11468.000000 -13131.000000
11468.000000 -13251.000000
11419.000000 -13251.000000
11369.000000 -13372.000000
11270.000000 -13613.000000
11121.000000 -13733.000000
10873.000000 -13974.000000
10674.000000 -14336.000000
10426.000000 -14576.000000
10277.000000 -14938.000000
10029.000000 -15179.000000
9830.000000 -15420.000000
9731.000000 -15540.000000
9632.000000 -15781.000000
9582.000000 -15902.000000
9532.000000 -16022.000000
9532.000000 -16022.000000
9532.000000 -16022.000000
9582.000000 -16022.000000
9582.000000 -16022.000000
9681.000000 -16022.000000
9731.000000 -15902.000000
9731.000000 -15902.000000
9780.000000 -15902.000000
9830.000000 -15902.000000
9830.000000 -16022.000000
9780.000000 -16143.000000
9731.000000 -16384.000000
9632.000000 -16624.000000
9483.000000 -16865.000000
9334.000000 -17227.000000
9135.000000 -17468.000000
8986.000000 -17829.000000
8887.000000 -18070.000000
8837.000000 -18191.000000
8738.000000 -18431.000000
8688.000000 -18552.000000
8688.000000 -18672.000000
8688.000000 -18793.000000
8639.000000 -18913.000000
8639.000000 -18913.000000
8639.000000 -18913.000000
8738.000000 -18913.000000
8837.000000 -18913.000000
8936.000000 -18913.000000
10426.000000 -18431.000000
10525.000000 -18431.000000
10674.000000 -18191.000000
10823.000000 -17829.000000
11022.000000 -17588.000000
11270.000000 -17227.000000
11568.000000 -16745.000000
11965.000000 -16143.000000
12312.000000 -15540.000000
12759.000000 -15058.000000
13107.000000 -14456.000000
13504.000000 -13854.000000
13852.000000 -13372.000000
14199.000000 -13010.000000
14398.000000 -12649.000000
14547.000000 -12408.000000
14547.000000 -12408.000000
14547.000000 -12408.000000
14596.000000 -12408.000000
14497.000000 -12529.000000
14348.000000 -12769.000000
14199.000000 -13251.000000
13901.000000 -13854.000000
13554.000000 -14456.000000
13206.000000 -15058.000000
12859.000000 -15902.000000
12511.000000 -16745.000000
12213.000000 -17468.000000
11965.000000 -17950.000000
11766.000000 -18431.000000
11617.000000 -18672.000000
11518.000000 -18913.000000
11518.000000 -18913.000000
11518.000000 -18913.000000
11617.000000 -18913.000000
11766.000000 -18793.000000
11965.000000 -18672.000000
12263.000000 -18311.000000
12561.000000 -17950.000000
12859.000000 -17588.000000
13256.000000 -17227.000000
13554.000000 -16986.000000
13554.000000 -16986.000000
13554.000000 -16986.000000
13703.000000 -16986.000000
13802.000000 -16986.000000
13752.000000 -17106.000000
13554.000000 -17468.000000
13355.000000 -17709.000000
13206.000000 -17950.000000
13008.000000 -18191.000000
12908.000000 -18431.000000
12809.000000 -18552.000000
12859.000000 -18672.000000
12958.000000 -18672.000000
13107.000000 -18552.000000
13355.000000 -18311.000000
13703.000000 -18070.000000
14050.000000 -17709.000000
14497.000000 -17227.000000
14944.000000 -16745.000000
15440.000000 -16143.000000
15937.000000 -15420.000000
16384.000000 -14817.000000
16731.000000 -14215.000000
17079.000000 -13733.000000
17277.000000 -13492.000000
17426.000000 -13251.000000
17525.000000 -13010.000000
17525.000000 -13010.000000
17625.000000 -12890.000000
17575.000000 -12890.000000
17476.000000 -13010.000000
17277.000000 -13251.000000
17079.000000 -13613.000000
16830.000000 -14095.000000
16532.000000 -14697.000000
16185.000000 -15299.000000
15887.000000 -15902.000000
15589.000000 -16504.000000
15242.000000 -17106.000000
14993.000000 -17588.000000
14795.000000 -17950.000000
14646.000000 -18191.000000
14547.000000 -18311.000000
14547.000000 -18311.000000
14497.000000 -18431.000000
14596.000000 -18311.000000
14745.000000 -18191.000000
14993.000000 -17950.000000
15291.000000 -17468.000000
15639.000000 -17106.000000
16036.000000 -16624.000000
16334.000000 -16263.000000
16681.000000 -15902.000000
16880.000000 -15540.000000
17079.000000 -15420.000000
17079.000000 -15420.000000
17079.000000 -15420.000000
17029.000000 -15540.000000
16930.000000 -15781.000000
16731.000000 -16022.000000
16483.000000 -16263.000000
16235.000000 -16745.000000
15986.000000 -16986.000000
15788.000000 -17347.000000
15589.000000 -17588.000000
15490.000000 -17829.000000
15490.000000 -17950.000000
15490.000000 -17950.000000
15589.000000 -17950.000000
15688.000000 -17950.000000
15937.000000 -17829.000000
16235.000000 -17468.000000
16532.000000 -17106.000000
16830.000000 -16865.000000
17178.000000 -16384.000000
17426.000000 -16022.000000
17625.000000 -15781.000000
17724.000000 -15661.000000
17774.000000 -15661.000000
17774.000000 -15661.000000
17774.000000 -15661.000000
17774.000000 -15661.000000
17724.000000 -15781.000000
17625.000000 -16022.000000
17525.000000 -16263.000000
17327.000000 -16504.000000
17128.000000 -16865.000000
16979.000000 -17106.000000
16830.000000 -17347.000000
16681.000000 -17468.000000
16582.000000 -17709.000000
16483.000000 -17709.000000
16532.000000 -17829.000000
16532.000000 -17709.000000
16632.000000 -17588.000000
16781.000000 -17468.000000
16979.000000 -17227.000000
17277.000000 -16865.000000
17525.000000 -16624.000000
17774.000000 -16263.000000
17972.000000 -16022.000000
18171.000000 -15781.000000
18320.000000 -15661.000000
18419.000000 -15540.000000
18419.000000 -15540.000000
18469.000000 -15540.000000
18518.000000 -15661.000000
18469.000000 -15781.000000
18419.000000 -15902.000000
18320.000000 -16022.000000
18171.000000 -16263.000000
18071.000000 -16504.000000
17972.000000 -16624.000000
17724.000000 -16865.000000
17575.000000 -17106.000000
17476.000000 -17227.000000
17376.000000 -17347.000000
17376.000000 -17347.000000
17376.000000 -17347.000000
17376.000000 -17468.000000
17376.000000 -17468.000000
17476.000000 -17347.000000
17575.000000 -17227.000000
17674.000000 -17106.000000
17823.000000 -16986.000000
17972.000000 -16745.000000
18121.000000 -16624.000000
18220.000000 -16504.000000
18369.000000 -16384.000000
18518.000000 -16143.000000
18667.000000 -16022.000000
18717.000000 -16022.000000
18866.000000 -15902.000000
18965.000000 -15781.000000
19015.000000 -15661.000000
19064.000000 -15661.000000
19164.000000 -15540.000000
19213.000000 -15540.000000
19213.000000 -15540.000000
19213.000000 -15540.000000
19213.000000 -15540.000000
19213.000000 -15540.000000
19213.000000 -15540.000000
19213.000000 -15540.000000
19164.000000 -15661.000000
19064.000000 -15781.000000
18965.000000 -15781.000000
18866.000000 -15902.000000
18767.000000 -16022.000000
18717.000000 -16143.000000
18667.000000 -16263.000000
18667.000000 -16384.000000
18667.000000 -16384.000000
18717.000000 -16504.000000
18816.000000 -16624.000000
18866.000000 -16624.000000
18965.000000 -16624.000000
18965.000000 -16624.000000
18965.000000 -16624.000000
18965.000000 -16745.000000
18915.000000 -16865.000000
18767.000000 -16986.000000
18568.000000 -17227.000000
18320.000000 -17468.000000
18071.000000 -17709.000000
17873.000000 -17950.000000
17873.000000 -17950.000000
17724.000000 -18070.000000
17625.000000 -18191.000000
17575.000000 -18191.000000
17625.000000 -18191.000000
17724.000000 -18070.000000
17823.000000 -17950.000000
18022.000000 -17709.000000
18270.000000 -17347.000000
18568.000000 -16986.000000
18866.000000 -16624.000000
19164.000000 -16263.000000
19462.000000 -15902.000000
19710.000000 -15661.000000
19908.000000 -15420.000000
20057.000000 -15179.000000
20206.000000 -15058.000000
20355.000000 -14938.000000
20504.000000 -14817.000000
20554.000000 -14697.000000
20554.000000 -14697.000000
20554.000000 -14697.000000
20603.000000 -14697.000000
20554.000000 -14817.000000
20455.000000 -15058.000000
20306.000000 -15420.000000
20107.000000 -15781.000000
19908.000000 -16263.000000
19710.000000 -16504.000000
19561.000000 -16745.000000
19362.000000 -17106.000000
19313.000000 -17347.000000
19313.000000 -17347.000000
19313.000000 -17347.000000
19362.000000 -17468.000000
19511.000000 -17347.000000
19710.000000 -17106.000000
19958.000000 -16986.000000
20256.000000 -16624.000000
20504.000000 -16263.000000
20802.000000 -15781.000000
21001.000000 -15420.000000
21100.000000 -15179.000000
21100.000000 -15179.000000
21100.000000 -15179.000000
21100.000000 -15179.000000
21100.000000 -15179.000000
21001.000000 -15299.000000
20901.000000 -15661.000000
20752.000000 -15902.000000
20653.000000 -16263.000000
20504.000000 -16504.000000
20455.000000 -16745.000000
20405.000000 -16865.000000
20405.000000 -16865.000000
20355.000000 -16865.000000
20455.000000 -16745.000000
20603.000000 -16624.000000
20752.000000 -16384.000000
21001.000000 -16143.000000
21249.000000 -15781.000000
21447.000000 -15540.000000
21596.000000 -15179.000000
21845.000000 -14938.000000
21944.000000 -14817.000000
22043.000000 -14576.000000
22043.000000 -14576.000000
22143.000000 -14576.000000
22143.000000 -14576.000000
22143.000000 -14576.000000
22093.000000 -14697.000000
22093.000000 -14817.000000
21994.000000 -15179.000000
21894.000000 -15420.000000
21696.000000 -15902.000000
21447.000000 -16384.000000
21199.000000 -16986.000000
20901.000000 -17588.000000
20504.000000 -18431.000000
20057.000000 -19275.000000
19561.000000 -20238.000000
19114.000000 -21202.000000
18767.000000 -22045.000000
18469.000000 -22648.000000
18220.000000 -23130.000000
18220.000000 -23130.000000
18220.000000 -23130.000000
18171.000000 -23130.000000
18270.000000 -22889.000000
18469.000000 -22648.000000
18866.000000 -22166.000000
19412.000000 -21564.000000
20008.000000 -20841.000000
20653.000000 -20118.000000
21199.000000 -19516.000000
21795.000000 -18793.000000
22192.000000 -18311.000000
22440.000000 -17950.000000
22689.000000 -17829.000000
22788.000000 -17709.000000
22937.000000 -17829.000000
22987.000000 -17829.000000
22937.000000 -17950.000000
22887.000000 -18070.000000
22738.000000 -18191.000000
